Year,Personnes à faible revenu,Géographie,GeoCode,Value
2020,Personnes de 18 à 64 ans,Nouvelle-Écosse,,10.5
2020,Personnes de 65 ans et plus,Nouvelle-Écosse,,20.1
2020,Hommes+,Nouvelle-Écosse,,10.3
2020,"Men+, under 18 years",Nouvelle-Écosse,,8.8
2020,"Men+, 18 to 64 years",Nouvelle-Écosse,,8.7
2020,"Men+, 65 years and over",Nouvelle-Écosse,,16.8
2020,Femmes+,Nouvelle-Écosse,,14.4
2020,"Women+, under 18 years",Nouvelle-Écosse,,11.2
2020,"Women+, 18 to 64 years",Nouvelle-Écosse,,12.2
2020,"Women+, 65 years and over",Nouvelle-Écosse,,22.9
2020,Toutes les personnes,Nouveau-Brunswick,13,12.8
2020,Personnes de moins de 18 ans,Nouveau-Brunswick,,9.1
2020,Personnes de 18 à 64 ans,Nouveau-Brunswick,,11.1
2020,Personnes de 65 ans et plus,Nouveau-Brunswick,,20.4
2020,Hommes+,Nouveau-Brunswick,,11.2
2020,"Men+, under 18 years",Nouveau-Brunswick,,10.0
2020,"Men+, 18 to 64 years",Nouveau-Brunswick,,9.9
2020,"Men+, 65 years and over",Nouveau-Brunswick,,15.9
2020,Femmes+,Nouveau-Brunswick,,14.4
2020,"Women+, under 18 years",Nouveau-Brunswick,,8.1
2020,"Women+, 18 to 64 years",Nouveau-Brunswick,,12.4
2020,"Women+, 65 years and over",Nouveau-Brunswick,,24.4
2020,Toutes les personnes,Québec,24,10.2
2020,Personnes de moins de 18 ans,Québec,,6.9
2020,Personnes de 18 à 64 ans,Québec,,8.3
2020,Personnes de 65 ans et plus,Québec,,19.6
2020,Hommes+,Québec,,9.0
2020,"Men+, under 18 years",Québec,,6.3
2020,"Men+, 18 to 64 years",Québec,,8.2
2020,"Men+, 65 years and over",Québec,,14.9
2020,Femmes+,Québec,,11.5
2020,"Women+, under 18 years",Québec,,7.6
2020,"Women+, 18 to 64 years",Québec,,8.5
2020,"Women+, 65 years and over",Québec,,23.8
2020,Toutes les personnes,Ontario,35,8.8
2020,Personnes de moins de 18 ans,Ontario,,7.7
2020,Personnes de 18 à 64 ans,Ontario,,8.1
2020,Personnes de 65 ans et plus,Ontario,,12.5
2020,Hommes+,Ontario,,8.2
2020,"Men+, under 18 years",Ontario,,7.5
2020,"Men+, 18 to 64 years",Ontario,,7.7
2020,"Men+, 65 years and over",Ontario,,10.8
2020,Femmes+,Ontario,,9.5
2020,"Women+, under 18 years",Ontario,,7.8
2020,"Women+, 18 to 64 years",Ontario,,8.6
2020,"Women+, 65 years and over",Ontario,,14.1
2020,Toutes les personnes,Provinces des Prairies,,8.2
2020,Personnes de moins de 18 ans,Provinces des Prairies,,7.7
2020,Personnes de 18 à 64 ans,Provinces des Prairies,,7.7
2020,Personnes de 65 ans et plus,Provinces des Prairies,,10.7
2020,Hommes+,Provinces des Prairies,,7.9
2020,"Men+, under 18 years",Provinces des Prairies,,7.7
2020,"Men+, 18 to 64 years",Provinces des Prairies,,7.8
2020,"Men+, 65 years and over",Provinces des Prairies,,8.5
2020,Femmes+,Provinces des Prairies,,8.4
2020,"Women+, under 18 years",Provinces des Prairies,,7.6
2020,"Women+, 18 to 64 years",Provinces des Prairies,,7.7
2020,"Women+, 65 years and over",Provinces des Prairies,,12.6
2020,Toutes les personnes,Manitoba,46,11.2
2020,Personnes de moins de 18 ans,Manitoba,,12.0
2020,Personnes de 18 à 64 ans,Manitoba,,10.6
2020,Personnes de 65 ans et plus,Manitoba,,12.3
2020,Hommes+,Manitoba,,10.7
2020,"Men+, under 18 years",Manitoba,,13.3
2020,"Men+, 18 to 64 years",Manitoba,,10.5
2020,"Men+, 65 years and over",Manitoba,,7.9
2020,Femmes+,Manitoba,,11.6
2020,"Women+, under 18 years",Manitoba,,10.7
2020,"Women+, 18 to 64 years",Manitoba,,10.7
2020,"Women+, 65 years and over",Manitoba,,16.0
2020,Toutes les personnes,Saskatchewan,47,9.6
2020,Personnes de moins de 18 ans,Saskatchewan,,9.0
2020,Personnes de 18 à 64 ans,Saskatchewan,,8.4
2020,Personnes de 65 ans et plus,Saskatchewan,,15.2
2020,Hommes+,Saskatchewan,,10.0
2020,"Men+, under 18 years",Saskatchewan,,11.0
2020,"Men+, 18 to 64 years",Saskatchewan,,8.6
2020,"Men+, 65 years and over",Saskatchewan,,14.4
2020,Femmes+,Saskatchewan,,9.2
2020,"Women+, under 18 years",Saskatchewan,,6.9
2020,"Women+, 18 to 64 years",Saskatchewan,,8.2
2020,"Women+, 65 years and over",Saskatchewan,,15.9
2020,Toutes les personnes,Alberta,48,6.9
2020,Personnes de moins de 18 ans,Alberta,,6.1
2020,Personnes de 18 à 64 ans,Alberta,,6.7
2020,Personnes de 65 ans et plus,Alberta,,8.7
2020,Hommes+,Alberta,,6.5
2020,"Men+, under 18 years",Alberta,,5.2
2020,"Men+, 18 to 64 years",Alberta,,6.8
2020,"Men+, 65 years and over",Alberta,,6.9
2020,Femmes+,Alberta,,7.3
2020,"Women+, under 18 years",Alberta,,7.0
2020,"Women+, 18 to 64 years",Alberta,,6.7
2020,"Women+, 65 years and over",Alberta,,10.4
2020,Toutes les personnes,Colombie-Britannique,59,9.0
2020,Personnes de moins de 18 ans,Colombie-Britannique,,6.7
2020,Personnes de 18 à 64 ans,Colombie-Britannique,,9.1
2020,Personnes de 65 ans et plus,Colombie-Britannique,,10.9
2020,Hommes+,Colombie-Britannique,,8.6
2020,"Men+, under 18 years",Colombie-Britannique,,7.7
2020,"Men+, 18 to 64 years",Colombie-Britannique,,9.1
2020,"Men+, 65 years and over",Colombie-Britannique,,7.9
2020,Femmes+,Colombie-Britannique,,9.3
2020,"Women+, under 18 years",Colombie-Britannique,,5.7
2020,"Women+, 18 to 64 years",Colombie-Britannique,,9.0
2020,"Women+, 65 years and over",Colombie-Britannique,,13.6
2020,Toutes les personnes,Territoires,,7.4
2020,Personnes de moins de 18 ans,Territoires,,
2020,Personnes de 18 à 64 ans,Territoires,,6.9
2020,Personnes de 65 ans et plus,Territoires,,10.0
2020,Hommes+,Territoires,,7.9
2020,"Men+, under 18 years",Territoires,,
2020,"Men+, 18 to 64 years",Territoires,,7.0
2020,"Men+, 65 years and over",Territoires,,
2020,Femmes+,Territoires,,6.9
2020,"Women+, under 18 years",Territoires,,
2020,"Women+, 18 to 64 years",Territoires,,6.7
2020,"Women+, 65 years and over",Territoires,,9.6
2020,Toutes les personnes,Yukon,60,9.1
2020,Personnes de moins de 18 ans,Yukon,,
2020,Personnes de 18 à 64 ans,Yukon,,9.3
2020,Personnes de 65 ans et plus,Yukon,,15.1
2020,Hommes+,Yukon,,9.9
2020,"Men+, under 18 years",Yukon,,
2020,"Men+, 18 to 64 years",Yukon,,10.7
2020,"Men+, 65 years and over",Yukon,,
2020,Femmes+,Yukon,,8.2
2020,"Women+, under 18 years",Yukon,,
2020,"Women+, 18 to 64 years",Yukon,,7.9
2020,"Women+, 65 years and over",Yukon,,17.4
2020,Toutes les personnes,Territoires du Nord-Ouest,61,
2020,Personnes de moins de 18 ans,Territoires du Nord-Ouest,,
2020,Personnes de 18 à 64 ans,Territoires du Nord-Ouest,,
2020,Personnes de 65 ans et plus,Territoires du Nord-Ouest,,
2020,Hommes+,Territoires du Nord-Ouest,,
2020,"Men+, under 18 years",Territoires du Nord-Ouest,,
2020,"Men+, 18 to 64 years",Territoires du Nord-Ouest,,
2020,"Men+, 65 years and over",Territoires du Nord-Ouest,,
2020,Femmes+,Territoires du Nord-Ouest,,
2020,"Women+, under 18 years",Territoires du Nord-Ouest,,
2020,"Women+, 18 to 64 years",Territoires du Nord-Ouest,,
2020,"Women+, 65 years and over",Territoires du Nord-Ouest,,
2020,Toutes les personnes,Nunavut,62,
2020,Personnes de moins de 18 ans,Nunavut,,
2020,Personnes de 18 à 64 ans,Nunavut,,
2020,Personnes de 65 ans et plus,Nunavut,,
2020,Hommes+,Nunavut,,
2020,"Men+, under 18 years",Nunavut,,
2020,"Men+, 18 to 64 years",Nunavut,,
2020,"Men+, 65 years and over",Nunavut,,
2020,Femmes+,Nunavut,,
2020,"Women+, under 18 years",Nunavut,,
2020,"Women+, 18 to 64 years",Nunavut,,
2020,"Women+, 65 years and over",Nunavut,,
2020,Toutes les personnes,"Québec, Québec",,6.7
2020,Personnes de moins de 18 ans,"Québec, Québec",,
2020,Personnes de 18 à 64 ans,"Québec, Québec",,5.4
2020,Personnes de 65 ans et plus,"Québec, Québec",,14.5
2020,Hommes+,"Québec, Québec",,5.9
2020,"Men+, under 18 years","Québec, Québec",,
2020,"Men+, 18 to 64 years","Québec, Québec",,5.0
2020,"Men+, 65 years and over","Québec, Québec",,12.0
2020,Femmes+,"Québec, Québec",,7.4
2020,"Women+, under 18 years","Québec, Québec",,
2020,"Women+, 18 to 64 years","Québec, Québec",,5.9
2020,"Women+, 65 years and over","Québec, Québec",,16.8
2020,Toutes les personnes,"Montréal, Québec",,9.8
2020,Personnes de moins de 18 ans,"Montréal, Québec",,7.6
2020,Personnes de 18 à 64 ans,"Montréal, Québec",,8.4
2020,Personnes de 65 ans et plus,"Montréal, Québec",,17.9
2020,Hommes+,"Montréal, Québec",,8.3
2020,"Men+, under 18 years","Montréal, Québec",,6.7
2020,"Men+, 18 to 64 years","Montréal, Québec",,7.6
2020,"Men+, 65 years and over","Montréal, Québec",,13.4
2020,Femmes+,"Montréal, Québec",,11.2
2020,"Women+, under 18 years","Montréal, Québec",,8.6
2020,"Women+, 18 to 64 years","Montréal, Québec",,9.1
2020,"Women+, 65 years and over","Montréal, Québec",,21.5
2020,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,7.0
2020,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,3.8
2020,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,6.4
2020,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,13.4
2020,Hommes+,"Ottawa-Gatineau, Ontario/Québec",,7.0
2020,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,
2020,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,7.1
2020,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,10.9
2020,Femmes+,"Ottawa-Gatineau, Ontario/Québec",,7.0
2020,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,3.8
2020,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,5.7
2020,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,15.6
2020,Toutes les personnes,"Toronto, Ontario",,9.6
2020,Personnes de moins de 18 ans,"Toronto, Ontario",,10.2
2020,Personnes de 18 à 64 ans,"Toronto, Ontario",,8.8
2020,Personnes de 65 ans et plus,"Toronto, Ontario",,12.7
2020,Hommes+,"Toronto, Ontario",,8.7
2020,"Men+, under 18 years","Toronto, Ontario",,9.3
2020,"Men+, 18 to 64 years","Toronto, Ontario",,7.9
2020,"Men+, 65 years and over","Toronto, Ontario",,12.0
2020,Femmes+,"Toronto, Ontario",,10.6
2020,"Women+, under 18 years","Toronto, Ontario",,11.1
2020,"Women+, 18 to 64 years","Toronto, Ontario",,9.7
2020,"Women+, 65 years and over","Toronto, Ontario",,13.3
2020,Toutes les personnes,"Winnipeg, Manitoba",,10.3
2020,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,10.7
2020,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,10.0
2020,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,11.2
2020,Hommes+,"Winnipeg, Manitoba",,10.4
2020,"Men+, under 18 years","Winnipeg, Manitoba",,12.2
2020,"Men+, 18 to 64 years","Winnipeg, Manitoba",,10.6
2020,"Men+, 65 years and over","Winnipeg, Manitoba",,7.0
2020,Femmes+,"Winnipeg, Manitoba",,10.2
2020,"Women+, under 18 years","Winnipeg, Manitoba",,9.0
2020,"Women+, 18 to 64 years","Winnipeg, Manitoba",,9.3
2020,"Women+, 65 years and over","Winnipeg, Manitoba",,14.8
2020,Toutes les personnes,"Calgary, Alberta",,7.0
2020,Personnes de moins de 18 ans,"Calgary, Alberta",,7.7
2020,Personnes de 18 à 64 ans,"Calgary, Alberta",,6.9
2020,Personnes de 65 ans et plus,"Calgary, Alberta",,6.5
2020,Hommes+,"Calgary, Alberta",,6.3
2020,"Men+, under 18 years","Calgary, Alberta",,
2020,"Men+, 18 to 64 years","Calgary, Alberta",,6.9
2020,"Men+, 65 years and over","Calgary, Alberta",,
2020,Femmes+,"Calgary, Alberta",,7.7
2020,"Women+, under 18 years","Calgary, Alberta",,9.3
2020,"Women+, 18 to 64 years","Calgary, Alberta",,6.8
2020,"Women+, 65 years and over","Calgary, Alberta",,9.5
2020,Toutes les personnes,"Edmonton, Alberta",,6.4
2020,Personnes de moins de 18 ans,"Edmonton, Alberta",,5.3
2020,Personnes de 18 à 64 ans,"Edmonton, Alberta",,6.5
2020,Personnes de 65 ans et plus,"Edmonton, Alberta",,7.5
2020,Hommes+,"Edmonton, Alberta",,6.1
2020,"Men+, under 18 years","Edmonton, Alberta",,
2020,"Men+, 18 to 64 years","Edmonton, Alberta",,6.5
2020,"Men+, 65 years and over","Edmonton, Alberta",,
2020,Femmes+,"Edmonton, Alberta",,6.7
2020,"Women+, under 18 years","Edmonton, Alberta",,
2020,"Women+, 18 to 64 years","Edmonton, Alberta",,6.6
2020,"Women+, 65 years and over","Edmonton, Alberta",,8.3
2020,Toutes les personnes,"Vancouver, Colombie-Britannique",,9.1
2020,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,5.8
2020,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,9.7
2020,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,10.1
2020,Hommes+,"Vancouver, Colombie-Britannique",,8.6
2020,"Men+, under 18 years","Vancouver, Colombie-Britannique",,6.1
2020,"Men+, 18 to 64 years","Vancouver, Colombie-Britannique",,9.8
2020,"Men+, 65 years and over","Vancouver, Colombie-Britannique",,6.1
2020,Femmes+,"Vancouver, Colombie-Britannique",,9.6
2020,"Women+, under 18 years","Vancouver, Colombie-Britannique",,5.5
2020,"Women+, 18 to 64 years","Vancouver, Colombie-Britannique",,9.6
2020,"Women+, 65 years and over","Vancouver, Colombie-Britannique",,13.6
2021,Personnes de moins de 18 ans,Canada,,9.5
2021,Personnes de 18 à 64 ans,Canada,,9.1
2021,Personnes de 65 ans et plus,Canada,,17.1
2021,Hommes+,Canada,,9.7
2021,"Men+, under 18 years",Canada,,9.2
2021,"Men+, 18 to 64 years",Canada,,8.6
2021,"Men+, 65 years and over",Canada,,14.5
2021,Femmes+,Canada,,11.5
2021,"Women+, under 18 years",Canada,,9.8
2021,"Women+, 18 to 64 years",Canada,,9.5
2021,"Women+, 65 years and over",Canada,,19.3
2021,Toutes les personnes,Provinces de l'Atlantique,,13.0
2021,Personnes de moins de 18 ans,Provinces de l'Atlantique,,9.6
2021,Personnes de 18 à 64 ans,Provinces de l'Atlantique,,10.3
2021,Personnes de 65 ans et plus,Provinces de l'Atlantique,,23.1
2021,Hommes+,Provinces de l'Atlantique,,11.3
2021,"Men+, under 18 years",Provinces de l'Atlantique,,8.8
2021,"Men+, 18 to 64 years",Provinces de l'Atlantique,,9.1
2021,"Men+, 65 years and over",Provinces de l'Atlantique,,19.5
2021,Femmes+,Provinces de l'Atlantique,,14.8
2021,"Women+, under 18 years",Provinces de l'Atlantique,,10.4
2021,"Women+, 18 to 64 years",Provinces de l'Atlantique,,11.5
2021,"Women+, 65 years and over",Provinces de l'Atlantique,,26.3
2021,Toutes les personnes,Terre-Neuve-et-Labrador,10,15.0
2021,Personnes de moins de 18 ans,Terre-Neuve-et-Labrador,,12.3
2021,Personnes de 18 à 64 ans,Terre-Neuve-et-Labrador,,11.4
2021,Personnes de 65 ans et plus,Terre-Neuve-et-Labrador,,26.3
2021,Hommes+,Terre-Neuve-et-Labrador,,12.3
2021,"Men+, under 18 years",Terre-Neuve-et-Labrador,,9.6
2021,"Men+, 18 to 64 years",Terre-Neuve-et-Labrador,,9.1
2021,"Men+, 65 years and over",Terre-Neuve-et-Labrador,,23.1
2021,Femmes+,Terre-Neuve-et-Labrador,,17.7
2021,"Women+, under 18 years",Terre-Neuve-et-Labrador,,15.3
2021,"Women+, 18 to 64 years",Terre-Neuve-et-Labrador,,13.6
2021,"Women+, 65 years and over",Terre-Neuve-et-Labrador,,29.1
2021,Toutes les personnes,Île-du-Prince-Édouard,11,11.5
2021,Personnes de moins de 18 ans,Île-du-Prince-Édouard,,7.6
2021,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,,9.7
2021,Personnes de 65 ans et plus,Île-du-Prince-Édouard,,20.9
2021,Hommes+,Île-du-Prince-Édouard,,9.1
2021,"Men+, under 18 years",Île-du-Prince-Édouard,,
2021,"Men+, 18 to 64 years",Île-du-Prince-Édouard,,7.6
2021,"Men+, 65 years and over",Île-du-Prince-Édouard,,16.3
2021,Femmes+,Île-du-Prince-Édouard,,13.8
2021,"Women+, under 18 years",Île-du-Prince-Édouard,,8.3
2021,"Women+, 18 to 64 years",Île-du-Prince-Édouard,,11.7
2021,"Women+, 65 years and over",Île-du-Prince-Édouard,,24.8
2021,Toutes les personnes,Nouvelle-Écosse,12,13.5
2021,Personnes de moins de 18 ans,Nouvelle-Écosse,,8.8
2021,Personnes de 18 à 64 ans,Nouvelle-Écosse,,11.6
2021,Personnes de 65 ans et plus,Nouvelle-Écosse,,22.4
2021,Hommes+,Nouvelle-Écosse,,12.1
2021,"Men+, under 18 years",Nouvelle-Écosse,,9.2
2021,"Men+, 18 to 64 years",Nouvelle-Écosse,,10.6
2021,"Men+, 65 years and over",Nouvelle-Écosse,,19.2
2021,Femmes+,Nouvelle-Écosse,,14.7
2021,"Women+, under 18 years",Nouvelle-Écosse,,8.3
2021,"Women+, 18 to 64 years",Nouvelle-Écosse,,12.5
2021,"Women+, 65 years and over",Nouvelle-Écosse,,25.2
2021,Toutes les personnes,Nouveau-Brunswick,13,11.5
2021,Personnes de moins de 18 ans,Nouveau-Brunswick,,9.5
2021,Personnes de 18 à 64 ans,Nouveau-Brunswick,,8.1
2021,Personnes de 65 ans et plus,Nouveau-Brunswick,,22.1
2021,Hommes+,Nouveau-Brunswick,,9.9
2021,"Men+, under 18 years",Nouveau-Brunswick,,8.4
2021,"Men+, 18 to 64 years",Nouveau-Brunswick,,7.5
2021,"Men+, 65 years and over",Nouveau-Brunswick,,17.9
2021,Femmes+,Nouveau-Brunswick,,13.1
2021,"Women+, under 18 years",Nouveau-Brunswick,,10.7
2021,"Women+, 18 to 64 years",Nouveau-Brunswick,,8.8
2021,"Women+, 65 years and over",Nouveau-Brunswick,,25.8
2021,Toutes les personnes,Québec,24,11.9
2021,Personnes de moins de 18 ans,Québec,,8.1
2021,Personnes de 18 à 64 ans,Québec,,9.2
2021,Personnes de 65 ans et plus,Québec,,23.8
2021,Hommes+,Québec,,10.9
2021,"Men+, under 18 years",Québec,,7.8
2021,"Men+, 18 to 64 years",Québec,,9.1
2021,"Men+, 65 years and over",Québec,,20.2
2021,Femmes+,Québec,,12.9
2021,"Women+, under 18 years",Québec,,8.5
2021,"Women+, 18 to 64 years",Québec,,9.3
2021,"Women+, 65 years and over",Québec,,26.9
2021,Toutes les personnes,Ontario,35,9.9
2021,Personnes de moins de 18 ans,Ontario,,9.7
2021,Personnes de 18 à 64 ans,Ontario,,9.0
2021,Personnes de 65 ans et plus,Ontario,,13.3
2021,Hommes+,Ontario,,9.0
2021,"Men+, under 18 years",Ontario,,9.3
2021,"Men+, 18 to 64 years",Ontario,,8.4
2021,"Men+, 65 years and over",Ontario,,11.3
2021,Femmes+,Ontario,,10.8
2021,"Women+, under 18 years",Ontario,,10.1
2021,"Women+, 18 to 64 years",Ontario,,9.7
2021,"Women+, 65 years and over",Ontario,,14.9
2021,Toutes les personnes,Provinces des Prairies,,10.5
2021,Personnes de moins de 18 ans,Provinces des Prairies,,11.0
2021,Personnes de 18 à 64 ans,Provinces des Prairies,,9.4
2021,Personnes de 65 ans et plus,Provinces des Prairies,,14.7
2021,Hommes+,Provinces des Prairies,,10.1
2021,"Men+, under 18 years",Provinces des Prairies,,11.1
2021,"Men+, 18 to 64 years",Provinces des Prairies,,9.2
2021,"Men+, 65 years and over",Provinces des Prairies,,12.7
2021,Femmes+,Provinces des Prairies,,10.9
2021,"Women+, under 18 years",Provinces des Prairies,,10.9
2021,"Women+, 18 to 64 years",Provinces des Prairies,,9.5
2021,"Women+, 65 years and over",Provinces des Prairies,,16.6
2021,Toutes les personnes,Manitoba,46,13.0
2021,Personnes de moins de 18 ans,Manitoba,,15.9
2021,Personnes de 18 à 64 ans,Manitoba,,10.6
2021,Personnes de 65 ans et plus,Manitoba,,17.7
2021,Hommes+,Manitoba,,11.9
2021,"Men+, under 18 years",Manitoba,,14.9
2021,"Men+, 18 to 64 years",Manitoba,,10.2
2021,"Men+, 65 years and over",Manitoba,,14.3
2021,Femmes+,Manitoba,,14.1
2021,"Women+, under 18 years",Manitoba,,17.0
2021,"Women+, 18 to 64 years",Manitoba,,11.0
2021,"Women+, 65 years and over",Manitoba,,20.6
2021,Toutes les personnes,Saskatchewan,47,12.0
2021,Personnes de moins de 18 ans,Saskatchewan,,11.7
2021,Personnes de 18 à 64 ans,Saskatchewan,,10.7
2021,Personnes de 65 ans et plus,Saskatchewan,,17.0
2021,Hommes+,Saskatchewan,,11.7
2021,"Men+, under 18 years",Saskatchewan,,12.9
2021,"Men+, 18 to 64 years",Saskatchewan,,10.6
2021,"Men+, 65 years and over",Saskatchewan,,14.4
2021,Femmes+,Saskatchewan,,12.4
2021,"Women+, under 18 years",Saskatchewan,,10.5
2021,"Women+, 18 to 64 years",Saskatchewan,,10.9
2021,"Women+, 65 years and over",Saskatchewan,,19.4
2021,Toutes les personnes,Alberta,48,9.4
2021,Personnes de moins de 18 ans,Alberta,,9.3
2021,Personnes de 18 à 64 ans,Alberta,,8.7
2021,Personnes de 65 ans et plus,Alberta,,13.0
2021,Hommes+,Alberta,,9.2
2021,"Men+, under 18 years",Alberta,,9.5
2021,"Men+, 18 to 64 years",Alberta,,8.6
2021,"Men+, 65 years and over",Alberta,,11.6
2021,Femmes+,Alberta,,9.7
2021,"Women+, under 18 years",Alberta,,9.2
2021,"Women+, 18 to 64 years",Alberta,,8.7
2021,"Women+, 65 years and over",Alberta,,14.3
2021,Toutes les personnes,Colombie-Britannique,59,9.5
2021,Personnes de moins de 18 ans,Colombie-Britannique,,8.2
2021,Personnes de 18 à 64 ans,Colombie-Britannique,,8.2
2021,Personnes de 65 ans et plus,Colombie-Britannique,,14.9
2021,Hommes+,Colombie-Britannique,,8.5
2021,"Men+, under 18 years",Colombie-Britannique,,8.1
2021,"Men+, 18 to 64 years",Colombie-Britannique,,7.6
2021,"Men+, 65 years and over",Colombie-Britannique,,12.1
2021,Femmes+,Colombie-Britannique,,10.4
2021,"Women+, under 18 years",Colombie-Britannique,,8.4
2021,"Women+, 18 to 64 years",Colombie-Britannique,,8.7
2021,"Women+, 65 years and over",Colombie-Britannique,,17.4
2021,Toutes les personnes,Territoires,,11.0
2021,Personnes de moins de 18 ans,Territoires,,14.8
2021,Personnes de 18 à 64 ans,Territoires,,9.1
2021,Personnes de 65 ans et plus,Territoires,,13.6
2021,Hommes+,Territoires,,11.0
2021,"Men+, under 18 years",Territoires,,
2021,"Men+, 18 to 64 years",Territoires,,10.3
2021,"Men+, 65 years and over",Territoires,,
2021,Femmes+,Territoires,,11.0
2021,"Women+, under 18 years",Territoires,,19.0
2021,"Women+, 18 to 64 years",Territoires,,7.9
2021,"Women+, 65 years and over",Territoires,,
2021,Toutes les personnes,Yukon,60,6.2
2021,Personnes de moins de 18 ans,Yukon,,
2021,Personnes de 18 à 64 ans,Yukon,,
2021,Personnes de 65 ans et plus,Yukon,,
2021,Hommes+,Yukon,,6.4
2021,"Men+, under 18 years",Yukon,,
2021,"Men+, 18 to 64 years",Yukon,,
2021,"Men+, 65 years and over",Yukon,,
2021,Femmes+,Yukon,,
2021,"Women+, under 18 years",Yukon,,
2021,"Women+, 18 to 64 years",Yukon,,
2021,"Women+, 65 years and over",Yukon,,
2021,Toutes les personnes,Territoires du Nord-Ouest,61,10.5
2021,Personnes de moins de 18 ans,Territoires du Nord-Ouest,,
2021,Personnes de 18 à 64 ans,Territoires du Nord-Ouest,,8.0
2021,Personnes de 65 ans et plus,Territoires du Nord-Ouest,,
2021,Hommes+,Territoires du Nord-Ouest,,
2021,"Men+, under 18 years",Territoires du Nord-Ouest,,
2021,"Men+, 18 to 64 years",Territoires du Nord-Ouest,,
2021,"Men+, 65 years and over",Territoires du Nord-Ouest,,
2021,Femmes+,Territoires du Nord-Ouest,,
2021,"Women+, under 18 years",Territoires du Nord-Ouest,,
2021,"Women+, 18 to 64 years",Territoires du Nord-Ouest,,
2021,"Women+, 65 years and over",Territoires du Nord-Ouest,,
2021,Toutes les personnes,Nunavut,62,16.8
2021,Personnes de moins de 18 ans,Nunavut,,18.8
2021,Personnes de 18 à 64 ans,Nunavut,,16.3
2021,Personnes de 65 ans et plus,Nunavut,,
2021,Hommes+,Nunavut,,16.2
2021,"Men+, under 18 years",Nunavut,,
2021,"Men+, 18 to 64 years",Nunavut,,18.7
2021,"Men+, 65 years and over",Nunavut,,
2021,Femmes+,Nunavut,,17.5
2021,"Women+, under 18 years",Nunavut,,25.8
2021,"Women+, 18 to 64 years",Nunavut,,13.9
2021,"Women+, 65 years and over",Nunavut,,
2021,Toutes les personnes,"Québec, Québec",,9.5
2021,Personnes de moins de 18 ans,"Québec, Québec",,
2021,Personnes de 18 à 64 ans,"Québec, Québec",,6.9
2021,Personnes de 65 ans et plus,"Québec, Québec",,20.4
2021,Hommes+,"Québec, Québec",,8.2
2021,"Men+, under 18 years","Québec, Québec",,
2021,"Men+, 18 to 64 years","Québec, Québec",,5.8
2021,"Men+, 65 years and over","Québec, Québec",,15.8
2021,Femmes+,"Québec, Québec",,10.7
2021,"Women+, under 18 years","Québec, Québec",,
2021,"Women+, 18 to 64 years","Québec, Québec",,8.0
2021,"Women+, 65 years and over","Québec, Québec",,24.2
2021,Toutes les personnes,"Montréal, Québec",,11.6
2021,Personnes de moins de 18 ans,"Montréal, Québec",,9.6
2021,Personnes de 18 à 64 ans,"Montréal, Québec",,9.5
2021,Personnes de 65 ans et plus,"Montréal, Québec",,21.9
2021,Hommes+,"Montréal, Québec",,10.5
2021,"Men+, under 18 years","Montréal, Québec",,7.6
2021,"Men+, 18 to 64 years","Montréal, Québec",,9.5
2021,"Men+, 65 years and over","Montréal, Québec",,18.6
2021,Femmes+,"Montréal, Québec",,12.7
2021,"Women+, under 18 years","Montréal, Québec",,11.8
2021,"Women+, 18 to 64 years","Montréal, Québec",,9.5
2021,"Women+, 65 years and over","Montréal, Québec",,24.7
2021,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,8.3
2021,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,6.9
2021,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,8.2
2021,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,9.7
2021,Hommes+,"Ottawa-Gatineau, Ontario/Québec",,7.1
2021,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,5.8
2021,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,7.6
2021,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,6.6
2021,Femmes+,"Ottawa-Gatineau, Ontario/Québec",,9.5
2021,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,
