Year,Household food security status,Geography,Gender,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Woman+,,Non-senior women+ not in an economic family,,,10,26.6
2018,"Food insecure, moderate",Newfoundland and Labrador,Woman+,,Non-senior women+ not in an economic family,,,10,14.6
2018,"Food insecure, severe",Newfoundland and Labrador,Woman+,,Non-senior women+ not in an economic family,,,10,12.0
2018,Food secure,Prince Edward Island,All genders,,All persons,,,11,83.2
2018,Food insecure,Prince Edward Island,All genders,,All persons,,,11,16.8
2018,"Food insecure, marginal",Prince Edward Island,All genders,,All persons,,,11,4.8
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,All persons,,,11,12.0
2018,"Food insecure, moderate",Prince Edward Island,All genders,,All persons,,,11,7.2
2018,"Food insecure, severe",Prince Edward Island,All genders,,All persons,,,11,4.8
2018,Food secure,Prince Edward Island,All genders,,Persons in economic families,,,11,84.1
2018,Food insecure,Prince Edward Island,All genders,,Persons in economic families,,,11,15.9
2018,"Food insecure, marginal",Prince Edward Island,All genders,,Persons in economic families,,,11,4.6
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Persons in economic families,,,11,11.3
2018,"Food insecure, moderate",Prince Edward Island,All genders,,Persons in economic families,,,11,7.4
2018,"Food insecure, severe",Prince Edward Island,All genders,,Persons in economic families,,,11,3.9
2018,Food secure,Prince Edward Island,All genders,,Persons in senior families,,,11,93.1
2018,Food secure,Prince Edward Island,All genders,,Persons in senior couples,,,11,97.7
2018,Food secure,Prince Edward Island,All genders,,Persons in other senior families,,,11,82.9
2018,Food secure,Prince Edward Island,All genders,,Persons in non-senior families,,,11,82.3
2018,Food insecure,Prince Edward Island,All genders,,Persons in non-senior families,,,11,17.7
2018,"Food insecure, marginal",Prince Edward Island,All genders,,Persons in non-senior families,,,11,4.9
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Persons in non-senior families,,,11,12.8
2018,"Food insecure, moderate",Prince Edward Island,All genders,,Persons in non-senior families,,,11,8.5
2018,"Food insecure, severe",Prince Edward Island,All genders,,Persons in non-senior families,,,11,4.3
2018,Food secure,Prince Edward Island,All genders,,Persons in couples,,,11,86.9
2018,Food insecure,Prince Edward Island,All genders,,Persons in couples,,,11,13.1
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Persons in couples,,,11,11.4
2018,"Food insecure, severe",Prince Edward Island,All genders,,Persons in couples,,,11,4.2
2018,Food secure,Prince Edward Island,All genders,,Persons in couple families with children,,,11,83.1
2018,Food insecure,Prince Edward Island,All genders,,Persons in couple families with children,,,11,16.9
2018,"Food insecure, marginal",Prince Edward Island,All genders,,Persons in couple families with children,,,11,5.1
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Persons in couple families with children,,,11,11.8
2018,"Food insecure, moderate",Prince Edward Island,All genders,,Persons in couple families with children,,,11,7.6
2018,Food secure,Prince Edward Island,All genders,,Persons in couple families with other relatives,,,11,93.8
2018,Food secure,Prince Edward Island,All genders,,Persons in one-parent families,,,11,45.4
2018,Food insecure,Prince Edward Island,All genders,,Persons in one-parent families,,,11,54.6
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Persons in one-parent families,,,11,35.0
2018,Food secure,Prince Edward Island,Woman+,,Persons in one-parent families where the parent is a woman+,,,11,43.8
2018,Food insecure,Prince Edward Island,Woman+,,Persons in one-parent families where the parent is a woman+,,,11,56.2
2018,"Food insecure, moderate or severe",Prince Edward Island,Woman+,,Persons in one-parent families where the parent is a woman+,,,11,33.1
2018,Food secure,Prince Edward Island,All genders,,Persons in other non-senior families,,,11,74.6
2018,Food insecure,Prince Edward Island,All genders,,Persons in other non-senior families,,,11,25.4
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Persons in other non-senior families,,,11,18.4
2018,Food secure,Prince Edward Island,All genders,,Persons not in an economic family,,,11,78.5
2018,Food insecure,Prince Edward Island,All genders,,Persons not in an economic family,,,11,21.5
2018,"Food insecure, marginal",Prince Edward Island,All genders,,Persons not in an economic family,,,11,6.0
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Persons not in an economic family,,,11,15.5
2018,"Food insecure, moderate",Prince Edward Island,All genders,,Persons not in an economic family,,,11,6.1
2018,"Food insecure, severe",Prince Edward Island,All genders,,Persons not in an economic family,,,11,9.3
2018,Food secure,Prince Edward Island,All genders,,Seniors not in an economic family,,,11,86.0
2018,Food insecure,Prince Edward Island,All genders,,Seniors not in an economic family,,,11,14.0
2018,"Food insecure, marginal",Prince Edward Island,All genders,,Seniors not in an economic family,,,11,6.7
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Seniors not in an economic family,,,11,7.3
2018,Food secure,Prince Edward Island,Man+,,Senior men+ not in an economic family,,,11,81.7
2018,Food insecure,Prince Edward Island,Man+,,Senior men+ not in an economic family,,,11,18.3
2018,Food secure,Prince Edward Island,Woman+,,Senior women+ not in an economic family,,,11,88.1
2018,Food insecure,Prince Edward Island,Woman+,,Senior women+ not in an economic family,,,11,11.9
2018,Food secure,Prince Edward Island,All genders,,Non-seniors not in an economic family,,,11,74.5
2018,Food insecure,Prince Edward Island,All genders,,Non-seniors not in an economic family,,,11,25.5
2018,"Food insecure, marginal",Prince Edward Island,All genders,,Non-seniors not in an economic family,,,11,5.6
2018,"Food insecure, moderate or severe",Prince Edward Island,All genders,,Non-seniors not in an economic family,,,11,19.9
2018,"Food insecure, moderate",Prince Edward Island,All genders,,Non-seniors not in an economic family,,,11,8.1
2018,"Food insecure, severe",Prince Edward Island,All genders,,Non-seniors not in an economic family,,,11,11.7
2018,Food secure,Prince Edward Island,Man+,,Non-senior men+ not in an economic family,,,11,74.2
2018,Food insecure,Prince Edward Island,Man+,,Non-senior men+ not in an economic family,,,11,25.8
2018,"Food insecure, moderate or severe",Prince Edward Island,Man+,,Non-senior men+ not in an economic family,,,11,21.7
2018,"Food insecure, moderate",Prince Edward Island,Man+,,Non-senior men+ not in an economic family,,,11,9.3
2018,"Food insecure, severe",Prince Edward Island,Man+,,Non-senior men+ not in an economic family,,,11,12.4
2018,Food secure,Prince Edward Island,Woman+,,Non-senior women+ not in an economic family,,,11,74.9
2018,Food insecure,Prince Edward Island,Woman+,,Non-senior women+ not in an economic family,,,11,25.1
2018,"Food insecure, moderate or severe",Prince Edward Island,Woman+,,Non-senior women+ not in an economic family,,,11,17.7
2018,"Food insecure, severe",Prince Edward Island,Woman+,,Non-senior women+ not in an economic family,,,11,10.9
2018,Food secure,Nova Scotia,All genders,,All persons,,,12,79.1
2018,Food insecure,Nova Scotia,All genders,,All persons,,,12,20.9
2018,"Food insecure, marginal",Nova Scotia,All genders,,All persons,,,12,5.5
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,All persons,,,12,15.4
2018,"Food insecure, moderate",Nova Scotia,All genders,,All persons,,,12,9.6
2018,"Food insecure, severe",Nova Scotia,All genders,,All persons,,,12,5.9
2018,Food secure,Nova Scotia,All genders,,Persons in economic families,,,12,79.8
2018,Food insecure,Nova Scotia,All genders,,Persons in economic families,,,12,20.2
2018,"Food insecure, marginal",Nova Scotia,All genders,,Persons in economic families,,,12,5.4
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in economic families,,,12,14.8
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons in economic families,,,12,10.0
2018,"Food insecure, severe",Nova Scotia,All genders,,Persons in economic families,,,12,4.8
2018,Food secure,Nova Scotia,All genders,,Persons in senior families,,,12,91.9
2018,Food insecure,Nova Scotia,All genders,,Persons in senior families,,,12,8.1
2018,"Food insecure, marginal",Nova Scotia,All genders,,Persons in senior families,,,12,3.8
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in senior families,,,12,4.3
2018,Food secure,Nova Scotia,All genders,,Persons in senior couples,,,12,93.9
2018,Food insecure,Nova Scotia,All genders,,Persons in senior couples,,,12,6.1
2018,"Food insecure, marginal",Nova Scotia,All genders,,Persons in senior couples,,,12,2.7
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in senior couples,,,12,3.4
2018,Food secure,Nova Scotia,All genders,,Persons in other senior families,,,12,85.8
2018,Food secure,Nova Scotia,All genders,,Persons in non-senior families,,,12,77.1
2018,Food insecure,Nova Scotia,All genders,,Persons in non-senior families,,,12,22.9
2018,"Food insecure, marginal",Nova Scotia,All genders,,Persons in non-senior families,,,12,5.7
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in non-senior families,,,12,17.1
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons in non-senior families,,,12,11.7
2018,"Food insecure, severe",Nova Scotia,All genders,,Persons in non-senior families,,,12,5.4
2018,Food secure,Nova Scotia,All genders,,Persons in couples,,,12,83.0
2018,Food insecure,Nova Scotia,All genders,,Persons in couples,,,12,17.0
2018,"Food insecure, marginal",Nova Scotia,All genders,,Persons in couples,,,12,4.8
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in couples,,,12,12.2
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons in couples,,,12,6.6
2018,"Food insecure, severe",Nova Scotia,All genders,,Persons in couples,,,12,5.6
2018,Food secure,Nova Scotia,All genders,,Persons in couple families with children,,,12,77.1
2018,Food insecure,Nova Scotia,All genders,,Persons in couple families with children,,,12,22.9
2018,"Food insecure, marginal",Nova Scotia,All genders,,Persons in couple families with children,,,12,7.2
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in couple families with children,,,12,15.8
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons in couple families with children,,,12,12.6
2018,"Food insecure, severe",Nova Scotia,All genders,,Persons in couple families with children,,,12,3.2
2018,Food secure,Nova Scotia,All genders,,Persons in couple families with other relatives,,,12,86.9
2018,Food insecure,Nova Scotia,All genders,,Persons in couple families with other relatives,,,12,13.1
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in couple families with other relatives,,,12,12.7
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons in couple families with other relatives,,,12,10.8
2018,Food secure,Nova Scotia,All genders,,Persons in one-parent families,,,12,54.8
2018,Food insecure,Nova Scotia,All genders,,Persons in one-parent families,,,12,45.2
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in one-parent families,,,12,39.2
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons in one-parent families,,,12,22.2
2018,"Food insecure, severe",Nova Scotia,All genders,,Persons in one-parent families,,,12,17.0
2018,Food secure,Nova Scotia,Man+,,Persons in one-parent families where the parent is a man+,,,12,64.5
2018,Food secure,Nova Scotia,Woman+,,Persons in one-parent families where the parent is a woman+,,,12,52.2
2018,Food insecure,Nova Scotia,Woman+,,Persons in one-parent families where the parent is a woman+,,,12,47.8
2018,"Food insecure, moderate or severe",Nova Scotia,Woman+,,Persons in one-parent families where the parent is a woman+,,,12,43.9
2018,"Food insecure, moderate",Nova Scotia,Woman+,,Persons in one-parent families where the parent is a woman+,,,12,25.0
2018,"Food insecure, severe",Nova Scotia,Woman+,,Persons in one-parent families where the parent is a woman+,,,12,18.9
2018,Food secure,Nova Scotia,All genders,,Persons in other non-senior families,,,12,65.5
2018,Food insecure,Nova Scotia,All genders,,Persons in other non-senior families,,,12,34.5
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons in other non-senior families,,,12,24.9
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons in other non-senior families,,,12,13.0
2018,"Food insecure, severe",Nova Scotia,All genders,,Persons in other non-senior families,,,12,11.9
2018,Food secure,Nova Scotia,All genders,,Persons not in an economic family,,,12,75.9
2018,Food insecure,Nova Scotia,All genders,,Persons not in an economic family,,,12,24.1
2018,"Food insecure, marginal",Nova Scotia,All genders,,Persons not in an economic family,,,12,6.1
2018,"Food insecure, moderate or severe",Nova Scotia,All genders,,Persons not in an economic family,,,12,18.0
2018,"Food insecure, moderate",Nova Scotia,All genders,,Persons not in an economic family,,,12,7.6
